/home/omen_pc1/photo_score_project/data/raw/flive/voc_emotic_ava/AVA__281607.jpg,AVA__281607.jpg,low_resolution_issue,0.0,1.0,60.16035079956055,72.4999008178711,66.33012580871582,80.14389276504517,78.09960842132568,73.79199862480164,74.792465,75.29182
/home/omen_pc1/photo_score_project/data/raw/flive/voc_emotic_ava/EMOTIC__3ejdmzqxrcxiglybzz.jpg,EMOTIC__3ejdmzqxrcxiglybzz.jpg,low_resolution_issue,0.0,1.0,44.542598724365234,72.71994018554688,58.631269454956055,75.34219622612,75.64328908920288,74.69213604927063,74.23751,74.658455
/home/omen_pc1/photo_score_project/data/raw/flive/voc_emotic_ava/JPEGImages__2008_001456.jpg,JPEGImages__2008_001456.jpg,low_resolution_issue,0.0,1.0,51.33489608764648,73.21256256103516,62.27372932434082,75.8629560470581,73.48687052726746,77.02546119689941,72.56977,73.157486
/home/omen_pc1/photo_score_project/data/raw/flive/voc_emotic_ava/EMOTIC__COCO_train2014_000000440339.jpg,EMOTIC__COCO_train2014_000000440339.jpg,low_resolution_issue,0.0,1.0,51.61095428466797,72.15499877929688,61.88297653198242,76.57641172409058,75.71777701377869,74.83706474304199,72.62649,73.05858
/home/omen_pc1/photo_score_project/data/raw/flive/voc_emotic_ava/EMOTIC__caaozx7olrfcc4laiu.jpg,EMOTIC__caaozx7olrfcc4laiu.jpg,low_resolution_issue,0.0,1.0,50.286376953125,71.13397979736328,60.71017837524414,77.01811194419861,72.2904920578003,71.82771563529968,72.496155,72.86309
/home/omen_pc1/photo_score_project/data/raw/flive/voc_emotic_ava/EMOTIC__ayo9ttwo44ekls4v7n.jpg,EMOTIC__ayo9ttwo44ekls4v7n.jpg,low_resolution_issue,0.0,1.0,46.46977996826172,72.59474182128906,59.53226089477539,75.64524412155151,73.0760395526886,71.94263935089111,71.8643,72.616234
/home/omen_pc1/photo_score_project/data/raw/flive/voc_emotic_ava/EMOTIC__sun_aihqexaleoggapet.jpg,EMOTIC__sun_aihqexaleoggapet.jpg,technical_bad,1.0,0.0,54.266845703125,72.59029388427734,63.42856979370117,77.45901346206665,73.83878827095032,70.90154886245728,72.25047,72.58552
/home/omen_pc1/photo_score_project/data/raw/flive/blur_dataset/motion0089.jpg,motion0089.jpg,technical_bad,1.0,0.0,53.93441009521485,47.17747497558594,50.55594253540039,65.95209836959839,65.93906283378601,67.46482253074646,72.192055,72.54152
/home/omen_pc1/photo_score_project/data/raw/flive/voc_emotic_ava/EMOTIC__sun_afkzndehpwgjdxcc.jpg,EMOTIC__sun_afkzndehpwgjdxcc.jpg,low_resolution_issue,0.0,1.0,35.49518966674805,67.88523864746094,51.69021415710449,68.53734254837036,52.005887031555176,66.1143958568573,71.45985,72.076485
/home/omen_pc1/photo_score_project/data/raw/flive/voc_emotic_ava/EMOTIC__2d8m251io0nvtitrlm.jpg,EMOTIC__2d8m251io0nvtitrlm.jpg,low_resolution_issue,0.0,1.0,40.62932586669922,71.7867202758789,56.20802307128906,76.21675729751587,72.43748903274536,70.97610831260681,71.2949,71.874825
