image_path,split,dataset,relative_path,source_manifest,source_row_index,teacher_aesthetic_score,teacher_model_count,teacher_models_used,missing_teacher_models,teacher_contributions_json,teacher_stage_failure_count,teacher_stage_failures_json,teacher_label_error,aadb_score,nima_mean_score,alamp_score,musiq_score,rgnet_score,pairwise_recovered_score,teacher_config_name,teacher_config_path,stage5_config_path
/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_460_19917748118_4395936834_b.jpg,train,aadb,farm1_460_19917748118_4395936834_b.jpg,/home/omen_pc1/photo_score_project/outputs/distill_exec_20260411/subset_manifests/train.csv,0,0.569271,5,"[""aadb_score"", ""alamp_score"", ""nima_mean_score"", ""pairwise_recovered_score"", ""rgnet_score""]",[],"{""aadb_score"": {""raw_score"": 0.5732421875, ""normalized_score"": 0.5732421875, ""configured_weight"": 0.28, ""effective_weight"": 0.28, ""weighted_contribution"": 0.1605078125}, ""nima_mean_score"": {""raw_score"": 5.429220676422119, ""normalized_score"": 0.4921356307135688, ""configured_weight"": 0.24, ""effective_weight"": 0.24, ""weighted_contribution"": 0.11811255137125651}, ""alamp_score"": {""raw_score"": 0.6367757320404053, ""normalized_score"": 0.6367757320404053, ""configured_weight"": 0.22, ""effective_weight"": 0.22, ""weighted_contribution"": 0.14009066104888915}, ""rgnet_score"": {""raw_score"": 0.6096956729888916, ""normalized_score"": 0.6096956729888916, ""configured_weight"": 0.18, ""effective_weight"": 0.18, ""weighted_contribution"": 0.10974522113800049}, ""pairwise_recovered_score"": {""raw_score"": 0.5101817846298218, ""normalized_score"": 0.5101817846298218, ""configured_weight"": 0.08, ""effective_weight"": 0.08, ""weighted_contribution"": 0.040814542770385744}}",0,[],,0.5732421875,5.429220676422119,0.6367757320404053,0.5551608204841614,0.6096956729888916,0.5101817846298218,stage5_production_aesthetic_target_v2,configs/student_distill_teacher.json,configs/stage5_reference.json
/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_464_19642533584_225eae1cbe_b.jpg,train,aadb,farm1_464_19642533584_225eae1cbe_b.jpg,/home/omen_pc1/photo_score_project/outputs/distill_exec_20260411/subset_manifests/train.csv,1,0.3905,5,"[""aadb_score"", ""alamp_score"", ""nima_mean_score"", ""pairwise_recovered_score"", ""rgnet_score""]",[],"{""aadb_score"": {""raw_score"": 0.357177734375, ""normalized_score"": 0.357177734375, ""configured_weight"": 0.28, ""effective_weight"": 0.28, ""weighted_contribution"": 0.10000976562500001}, ""nima_mean_score"": {""raw_score"": 5.492974758148193, ""normalized_score"": 0.4992194175720215, ""configured_weight"": 0.24, ""effective_weight"": 0.24, ""weighted_contribution"": 0.11981266021728515}, ""alamp_score"": {""raw_score"": 0.30320531129837036, ""normalized_score"": 0.30320531129837036, ""configured_weight"": 0.22, ""effective_weight"": 0.22, ""weighted_contribution"": 0.06670516848564148}, ""rgnet_score"": {""raw_score"": 0.3509067893028259, ""normalized_score"": 0.3509067893028259, ""configured_weight"": 0.18, ""effective_weight"": 0.18, ""weighted_contribution"": 0.06316322207450867}, ""pairwise_recovered_score"": {""raw_score"": 0.5101107358932495, ""normalized_score"": 0.5101107358932495, ""configured_weight"": 0.08, ""effective_weight"": 0.08, ""weighted_contribution"": 0.04080885887145996}}",0,[],,0.357177734375,5.492974758148193,0.30320531129837036,0.5079092979431152,0.3509067893028259,0.5101107358932495,stage5_production_aesthetic_target_v2,configs/student_distill_teacher.json,configs/stage5_reference.json
/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_314_20150354226_3d5f321dc8_b.jpg,train,aadb,farm1_314_20150354226_3d5f321dc8_b.jpg,/home/omen_pc1/photo_score_project/outputs/distill_exec_20260411/subset_manifests/train.csv,2,0.52435,5,"[""aadb_score"", ""alamp_score"", ""nima_mean_score"", ""pairwise_recovered_score"", ""rgnet_score""]",[],"{""aadb_score"": {""raw_score"": 0.63037109375, ""normalized_score"": 0.63037109375, ""configured_weight"": 0.28, ""effective_weight"": 0.28, ""weighted_contribution"": 0.17650390625}, ""nima_mean_score"": {""raw_score"": 5.411239147186279, ""normalized_score"": 0.4901376830206977, ""configured_weight"": 0.24, ""effective_weight"": 0.24, ""weighted_contribution"": 0.11763304392496744}, ""alamp_score"": {""raw_score"": 0.4715343713760376, ""normalized_score"": 0.4715343713760376, ""configured_weight"": 0.22, ""effective_weight"": 0.22, ""weighted_contribution"": 0.10373756170272827}, ""rgnet_score"": {""raw_score"": 0.475914865732193, ""normalized_score"": 0.475914865732193, ""configured_weight"": 0.18, ""effective_weight"": 0.18, ""weighted_contribution"": 0.08566467583179474}, ""pairwise_recovered_score"": {""raw_score"": 0.5101386904716492, ""normalized_score"": 0.5101386904716492, ""configured_weight"": 0.08, ""effective_weight"": 0.08, ""weighted_contribution"": 0.04081109523773194}}",0,[],,0.63037109375,5.411239147186279,0.4715343713760376,0.5141544342041016,0.475914865732193,0.5101386904716492,stage5_production_aesthetic_target_v2,configs/student_distill_teacher.json,configs/stage5_reference.json
/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm4_3680_19503935113_5697d645b1_b.jpg,train,aadb,farm4_3680_19503935113_5697d645b1_b.jpg,/home/omen_pc1/photo_score_project/outputs/distill_exec_20260411/subset_manifests/train.csv,3,0.410855,5,"[""aadb_score"", ""alamp_score"", ""nima_mean_score"", ""pairwise_recovered_score"", ""rgnet_score""]",[],"{""aadb_score"": {""raw_score"": 0.363525390625, ""normalized_score"": 0.363525390625, ""configured_weight"": 0.28, ""effective_weight"": 0.28, ""weighted_contribution"": 0.101787109375}, ""nima_mean_score"": {""raw_score"": 5.2447686195373535, ""normalized_score"": 0.4716409577263726, ""configured_weight"": 0.24, ""effective_weight"": 0.24, ""weighted_contribution"": 0.11319382985432942}, ""alamp_score"": {""raw_score"": 0.3411872684955597, ""normalized_score"": 0.3411872684955597, ""configured_weight"": 0.22, ""effective_weight"": 0.22, ""weighted_contribution"": 0.07506119906902313}, ""rgnet_score"": {""raw_score"": 0.44444242119789124, ""normalized_score"": 0.44444242119789124, ""configured_weight"": 0.18, ""effective_weight"": 0.18, ""weighted_contribution"": 0.07999963581562042}, ""pairwise_recovered_score"": {""raw_score"": 0.5101669430732727, ""normalized_score"": 0.5101669430732727, ""configured_weight"": 0.08, ""effective_weight"": 0.08, ""weighted_contribution"": 0.040813355445861815}}",0,[],,0.363525390625,5.2447686195373535,0.3411872684955597,0.4794573485851288,0.44444242119789124,0.5101669430732727,stage5_production_aesthetic_target_v2,configs/student_distill_teacher.json,configs/stage5_reference.json
/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_321_19977696362_6f804fa00a_b.jpg,train,aadb,farm1_321_19977696362_6f804fa00a_b.jpg,/home/omen_pc1/photo_score_project/outputs/distill_exec_20260411/subset_manifests/train.csv,4,0.48843,5,"[""aadb_score"", ""alamp_score"", ""nima_mean_score"", ""pairwise_recovered_score"", ""rgnet_score""]",[],"{""aadb_score"": {""raw_score"": 0.48046875, ""normalized_score"": 0.48046875, ""configured_weight"": 0.28, ""effective_weight"": 0.28, ""weighted_contribution"": 0.13453125000000002}, ""nima_mean_score"": {""raw_score"": 4.9387054443359375, ""normalized_score"": 0.4376339382595486, ""configured_weight"": 0.24, ""effective_weight"": 0.24, ""weighted_contribution"": 0.10503214518229166}, ""alamp_score"": {""raw_score"": 0.5016225576400757, ""normalized_score"": 0.5016225576400757, ""configured_weight"": 0.22, ""effective_weight"": 0.22, ""weighted_contribution"": 0.11035696268081666}, ""rgnet_score"": {""raw_score"": 0.5427650213241577, ""normalized_score"": 0.5427650213241577, ""configured_weight"": 0.18, ""effective_weight"": 0.18, ""weighted_contribution"": 0.09769770383834839}, ""pairwise_recovered_score"": {""raw_score"": 0.5101543068885803, ""normalized_score"": 0.5101543068885803, ""configured_weight"": 0.08, ""effective_weight"": 0.08, ""weighted_contribution"": 0.04081234455108643}}",0,[],,0.48046875,4.9387054443359375,0.5016225576400757,0.6794967651367188,0.5427650213241577,0.5101543068885803,stage5_production_aesthetic_target_v2,configs/student_distill_teacher.json,configs/stage5_reference.json
/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_256_20137721756_6ec45cce3e_b.jpg,train,aadb,farm1_256_20137721756_6ec45cce3e_b.jpg,/home/omen_pc1/photo_score_project/outputs/distill_exec_20260411/subset_manifests/train.csv,5,0.51991,5,"[""aadb_score"", ""alamp_score"", ""nima_mean_score"", ""pairwise_recovered_score"", ""rgnet_score""]",[],"{""aadb_score"": {""raw_score"": 0.62841796875, ""normalized_score"": 0.62841796875, ""configured_weight"": 0.28, ""effective_weight"": 0.28, ""weighted_contribution"": 0.17595703125}, ""nima_mean_score"": {""raw_score"": 5.414022922515869, ""normalized_score"": 0.4904469913906521, ""configured_weight"": 0.24, ""effective_weight"": 0.24, ""weighted_contribution"": 0.1177072779337565}, ""alamp_score"": {""raw_score"": 0.41659221053123474, ""normalized_score"": 0.41659221053123474, ""configured_weight"": 0.22, ""effective_weight"": 0.22, ""weighted_contribution"": 0.09165028631687164}, ""rgnet_score"": {""raw_score"": 0.5210064649581909, ""normalized_score"": 0.5210064649581909, ""configured_weight"": 0.18, ""effective_weight"": 0.18, ""weighted_contribution"": 0.09378116369247436}, ""pairwise_recovered_score"": {""raw_score"": 0.5101786851882935, ""normalized_score"": 0.5101786851882935, ""configured_weight"": 0.08, ""effective_weight"": 0.08, ""weighted_contribution"": 0.040814294815063476}}",0,[],,0.62841796875,5.414022922515869,0.41659221053123474,0.559975802898407,0.5210064649581909,0.5101786851882935,stage5_production_aesthetic_target_v2,configs/student_distill_teacher.json,configs/stage5_reference.json
/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_538_19493787864_f1f693f0d7_b.jpg,train,aadb,farm1_538_19493787864_f1f693f0d7_b.jpg,/home/omen_pc1/photo_score_project/outputs/distill_exec_20260411/subset_manifests/train.csv,6,0.573102,5,"[""aadb_score"", ""alamp_score"", ""nima_mean_score"", ""pairwise_recovered_score"", ""rgnet_score""]",[],"{""aadb_score"": {""raw_score"": 0.59716796875, ""normalized_score"": 0.59716796875, ""configured_weight"": 0.28, ""effective_weight"": 0.28, ""weighted_contribution"": 0.16720703125000003}, ""nima_mean_score"": {""raw_score"": 5.445878505706787, ""normalized_score"": 0.49398650063408744, ""configured_weight"": 0.24, ""effective_weight"": 0.24, ""weighted_contribution"": 0.11855676015218099}, ""alamp_score"": {""raw_score"": 0.6946192979812622, ""normalized_score"": 0.6946192979812622, ""configured_weight"": 0.22, ""effective_weight"": 0.22, ""weighted_contribution"": 0.1528162455558777}, ""rgnet_score"": {""raw_score"": 0.5205825567245483, ""normalized_score"": 0.5205825567245483, ""configured_weight"": 0.18, ""effective_weight"": 0.18, ""weighted_contribution"": 0.0937048602104187}, ""pairwise_recovered_score"": {""raw_score"": 0.5102111101150513, ""normalized_score"": 0.5102111101150513, ""configured_weight"": 0.08, ""effective_weight"": 0.08, ""weighted_contribution"": 0.0408168888092041}}",0,[],,0.59716796875,5.445878505706787,0.6946192979812622,0.4994247853755951,0.5205825567245483,0.5102111101150513,stage5_production_aesthetic_target_v2,configs/student_distill_teacher.json,configs/stage5_reference.json
/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm4_3705_20129196731_43e563c5e1_b.jpg,train,aadb,farm4_3705_20129196731_43e563c5e1_b.jpg,/home/omen_pc1/photo_score_project/outputs/distill_exec_20260411/subset_manifests/train.csv,7,0.505655,5,"[""aadb_score"", ""alamp_score"", ""nima_mean_score"", ""pairwise_recovered_score"", ""rgnet_score""]",[],"{""aadb_score"": {""raw_score"": 0.56591796875, ""normalized_score"": 0.56591796875, ""configured_weight"": 0.28, ""effective_weight"": 0.28, ""weighted_contribution"": 0.15845703125000002}, ""nima_mean_score"": {""raw_score"": 5.235203266143799, ""normalized_score"": 0.4705781406826443, ""configured_weight"": 0.24, ""effective_weight"": 0.24, ""weighted_contribution"": 0.11293875376383462}, ""alamp_score"": {""raw_score"": 0.4519425928592682, ""normalized_score"": 0.4519425928592682, ""configured_weight"": 0.22, ""effective_weight"": 0.22, ""weighted_contribution"": 0.099427370429039}, ""rgnet_score"": {""raw_score"": 0.5223321914672852, ""normalized_score"": 0.5223321914672852, ""configured_weight"": 0.18, ""effective_weight"": 0.18, ""weighted_contribution"": 0.09401979446411132}, ""pairwise_recovered_score"": {""raw_score"": 0.5101490020751953, ""normalized_score"": 0.5101490020751953, ""configured_weight"": 0.08, ""effective_weight"": 0.08, ""weighted_contribution"": 0.040811920166015626}}",0,[],,0.56591796875,5.235203266143799,0.4519425928592682,0.5760265588760376,0.5223321914672852,0.5101490020751953,stage5_production_aesthetic_target_v2,configs/student_distill_teacher.json,configs/stage5_reference.json
/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_484_20154880246_d80e713291_b.jpg,train,aadb,farm1_484_20154880246_d80e713291_b.jpg,/home/omen_pc1/photo_score_project/outputs/distill_exec_20260411/subset_manifests/train.csv,8,0.602393,5,"[""aadb_score"", ""alamp_score"", ""nima_mean_score"", ""pairwise_recovered_score"", ""rgnet_score""]",[],"{""aadb_score"": {""raw_score"": 0.6708984375, ""normalized_score"": 0.6708984375, ""configured_weight"": 0.28, ""effective_weight"": 0.28, ""weighted_contribution"": 0.1878515625}, ""nima_mean_score"": {""raw_score"": 6.058221817016602, ""normalized_score"": 0.5620246463351779, ""configured_weight"": 0.24, ""effective_weight"": 0.24, ""weighted_contribution"": 0.13488591512044268}, ""alamp_score"": {""raw_score"": 0.6048569083213806, ""normalized_score"": 0.6048569083213806, ""configured_weight"": 0.22, ""effective_weight"": 0.22, ""weighted_contribution"": 0.13306851983070372}, ""rgnet_score"": {""raw_score"": 0.5876456499099731, ""normalized_score"": 0.5876456499099731, ""configured_weight"": 0.18, ""effective_weight"": 0.18, ""weighted_contribution"": 0.10577621698379516}, ""pairwise_recovered_score"": {""raw_score"": 0.5101351737976074, ""normalized_score"": 0.5101351737976074, ""configured_weight"": 0.08, ""effective_weight"": 0.08, ""weighted_contribution"": 0.04081081390380859}}",0,[],,0.6708984375,6.058221817016602,0.6048569083213806,0.6037817597389221,0.5876456499099731,0.5101351737976074,stage5_production_aesthetic_target_v2,configs/student_distill_teacher.json,configs/stage5_reference.json
/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_357_19979104270_d5eddb05af_b.jpg,train,aadb,farm1_357_19979104270_d5eddb05af_b.jpg,/home/omen_pc1/photo_score_project/outputs/distill_exec_20260411/subset_manifests/train.csv,9,0.544804,5,"[""aadb_score"", ""alamp_score"", ""nima_mean_score"", ""pairwise_recovered_score"", ""rgnet_score""]",[],"{""aadb_score"": {""raw_score"": 0.6015625, ""normalized_score"": 0.6015625, ""configured_weight"": 0.28, ""effective_weight"": 0.28, ""weighted_contribution"": 0.16843750000000002}, ""nima_mean_score"": {""raw_score"": 5.4019389152526855, ""normalized_score"": 0.48910432391696507, ""configured_weight"": 0.24, ""effective_weight"": 0.24, ""weighted_contribution"": 0.11738503774007161}, ""alamp_score"": {""raw_score"": 0.5252349376678467, ""normalized_score"": 0.5252349376678467, ""configured_weight"": 0.22, ""effective_weight"": 0.22, ""weighted_contribution"": 0.11555168628692628}, ""rgnet_score"": {""raw_score"": 0.5700966119766235, ""normalized_score"": 0.5700966119766235, ""configured_weight"": 0.18, ""effective_weight"": 0.18, ""weighted_contribution"": 0.10261739015579223}, ""pairwise_recovered_score"": {""raw_score"": 0.5101521015167236, ""normalized_score"": 0.5101521015167236, ""configured_weight"": 0.08, ""effective_weight"": 0.08, ""weighted_contribution"": 0.040812168121337894}}",0,[],,0.6015625,5.4019389152526855,0.5252349376678467,0.559943437576294,0.5700966119766235,0.5101521015167236,stage5_production_aesthetic_target_v2,configs/student_distill_teacher.json,configs/stage5_reference.json
